,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
1389,male,group E,associate's degree,standard,none,82,64,65
1390,female,group C,some high school,standard,none,57,67,62
1391,male,group D,some high school,standard,completed,80,76,75
1392,female,group D,bachelor's degree,standard,none,76,88,89
1393,female,group C,high school,free/reduced,none,62,72,66
1394,male,group E,associate's degree,free/reduced,none,90,81,80
1395,male,group C,some college,standard,none,63,64,59
1396,male,group B,bachelor's degree,free/reduced,none,71,66,67
1397,female,group D,some college,standard,none,64,75,72
1398,female,group B,high school,free/reduced,none,53,65,56
1399,male,group E,some high school,free/reduced,completed,52,54,52
1400,female,group C,high school,standard,completed,73,91,88
1401,female,group D,high school,standard,completed,62,73,78
1402,female,group A,some college,free/reduced,none,33,38,41
1403,male,group C,associate's degree,standard,completed,70,75,73
1404,female,group D,some college,free/reduced,none,42,72,69
1405,female,group B,bachelor's degree,free/reduced,completed,45,67,67
1406,female,group A,some high school,free/reduced,none,20,43,43
1407,male,group D,some college,standard,none,89,87,84
1408,male,group A,master's degree,standard,completed,95,85,91
1409,female,group C,some high school,standard,none,71,86,86
1410,female,group C,some college,standard,none,66,81,80
1411,male,group A,high school,free/reduced,none,46,53,46
1412,male,group C,some high school,standard,none,71,59,55
1413,female,group A,associate's degree,standard,none,43,39,45
1414,male,group B,master's degree,free/reduced,none,71,75,71
1415,female,group A,high school,free/reduced,none,65,75,74
1416,female,group C,associate's degree,free/reduced,completed,57,66,68
1417,female,group D,associate's degree,standard,completed,84,95,100
1418,male,group C,bachelor's degree,standard,none,73,69,67
1419,female,group E,high school,standard,completed,78,82,83
1420,male,group B,high school,standard,none,52,46,36
1421,male,group E,high school,standard,completed,71,64,63
1422,male,group C,some college,standard,none,93,91,85
1423,female,group A,some college,free/reduced,none,57,70,70
1424,female,group E,high school,standard,completed,60,79,72
1425,male,group C,some high school,free/reduced,none,40,48,44
1426,male,group C,some college,free/reduced,none,75,72,64
1427,male,group A,master's degree,free/reduced,none,64,65,61
1428,female,group C,some college,free/reduced,completed,21,42,44
1429,female,group B,some high school,free/reduced,none,36,42,37
1430,female,group E,high school,free/reduced,none,82,87,88
1431,male,group C,high school,standard,completed,67,50,57
1432,female,group D,associate's degree,free/reduced,none,61,67,67
1433,female,group D,associate's degree,standard,none,79,89,85
1434,male,group D,high school,free/reduced,none,51,50,47
1435,male,group A,bachelor's degree,free/reduced,none,32,33,33
1436,male,group B,high school,standard,none,61,57,51
1437,male,group A,associate's degree,standard,none,69,60,62
1438,female,group C,some high school,standard,none,79,86,77
1439,male,group B,high school,free/reduced,none,73,64,64
1440,female,group B,some high school,free/reduced,completed,42,60,58
1441,female,group B,some high school,standard,completed,68,75,79
1442,female,group C,associate's degree,standard,none,48,57,48
1443,female,group B,some college,free/reduced,none,61,73,76
1444,male,group D,some college,standard,none,91,82,74
1445,female,group C,high school,standard,completed,82,100,98
1446,female,group E,some college,standard,none,90,88,91
1447,female,group A,associate's degree,standard,completed,77,89,94
1448,male,group E,some high school,free/reduced,completed,69,76,77
1449,female,group A,associate's degree,standard,none,81,86,84
1450,male,group C,some high school,standard,none,79,72,69
1451,male,group C,high school,free/reduced,none,63,68,66
1452,female,group D,associate's degree,free/reduced,none,30,38,40
1453,male,group B,high school,standard,none,85,77,73
1454,male,group E,associate's degree,free/reduced,completed,48,45,41
1455,male,group C,high school,standard,none,77,63,61
1456,female,group D,some college,standard,none,81,91,93
1457,male,group C,some college,standard,none,72,75,63
1458,female,group B,associate's degree,standard,completed,85,99,97
1459,female,group B,bachelor's degree,standard,none,79,85,76
1460,female,group C,some college,standard,none,52,59,59
1461,female,group C,associate's degree,standard,completed,59,75,73
1462,male,group C,associate's degree,standard,none,59,55,56
1463,female,group B,bachelor's degree,standard,completed,87,94,94
1464,female,group D,some high school,free/reduced,none,71,80,87
1465,female,group D,some high school,standard,none,40,48,47
1466,male,group C,high school,standard,none,65,65,67
1467,male,group D,associate's degree,free/reduced,completed,37,48,47
1468,female,group B,associate's degree,standard,none,67,71,62
1469,female,group C,high school,standard,none,80,80,82
1470,female,group C,bachelor's degree,standard,none,63,65,68
1471,female,group C,high school,standard,none,44,59,53
1472,male,group D,associate's degree,standard,none,65,61,56
1473,female,group D,some college,free/reduced,completed,36,59,64
1474,male,group C,high school,standard,none,88,76,78
1475,female,group C,some college,standard,none,72,79,76
1476,female,group A,bachelor's degree,free/reduced,none,72,78,88
1477,female,group C,bachelor's degree,standard,none,84,87,91
1478,male,group E,some college,free/reduced,completed,83,74,73
1479,female,group E,high school,free/reduced,none,59,72,69
1480,male,group C,associate's degree,free/reduced,completed,62,66,65
1481,male,group B,bachelor's degree,standard,none,64,57,62
1482,female,group D,some college,free/reduced,none,59,63,69
1483,female,group D,bachelor's degree,free/reduced,completed,38,59,59
1484,female,group B,associate's degree,standard,completed,60,72,72
1485,male,group D,associate's degree,standard,none,56,59,51
1486,female,group D,associate's degree,standard,none,53,64,60
1487,male,group B,high school,standard,none,53,46,48
1488,male,group B,some college,free/reduced,none,81,75,76
1489,female,group C,high school,standard,none,68,75,74
1490,male,group D,some high school,free/reduced,none,61,52,53
1491,female,group C,some college,standard,completed,60,67,67
1492,male,group D,associate's degree,standard,none,84,77,72
1493,male,group A,some high school,standard,none,61,53,44
1494,male,group D,some high school,standard,none,80,76,75
1495,male,group B,some high school,standard,completed,75,57,66
1496,female,group E,some high school,standard,none,79,68,73
1497,female,group A,high school,free/reduced,none,43,72,59
1498,female,group C,some college,standard,none,55,51,53
1499,female,group C,some college,free/reduced,completed,58,70,70
1500,female,group D,some high school,standard,none,49,65,60
1501,female,group C,bachelor's degree,standard,none,59,79,72
1502,female,group C,bachelor's degree,standard,none,71,92,88
1503,male,group E,high school,free/reduced,completed,90,86,83
1504,female,group C,associate's degree,standard,completed,76,79,81
1505,female,group B,bachelor's degree,standard,none,91,100,97
1506,female,group B,associate's degree,standard,completed,67,80,84
1507,male,group C,bachelor's degree,standard,completed,67,60,62
1508,male,group B,associate's degree,standard,none,61,48,44
1509,female,group C,high school,standard,none,48,60,61
1510,male,group D,some college,standard,none,86,79,78
1511,female,group C,some college,free/reduced,none,72,80,71
1512,male,group D,bachelor's degree,free/reduced,none,69,68,65
1513,male,group C,high school,free/reduced,none,51,51,44
1514,male,group C,associate's degree,standard,none,55,53,48
1515,female,group C,bachelor's degree,standard,none,59,67,66
1516,female,group E,master's degree,standard,none,76,88,89
1517,male,group C,associate's degree,standard,completed,92,91,97
1518,female,group D,associate's degree,standard,completed,55,75,71
1519,male,group C,master's degree,free/reduced,none,52,49,46
1520,male,group E,associate's degree,free/reduced,none,53,56,49
1521,female,group B,some high school,standard,none,42,54,54
1522,female,group D,high school,free/reduced,none,59,72,66
1523,male,group C,some high school,standard,none,59,47,48
1524,female,group D,high school,free/reduced,completed,63,74,81
1525,female,group D,some high school,free/reduced,completed,76,80,81
1526,male,group B,some high school,standard,none,60,56,50
1527,male,group C,associate's degree,standard,completed,66,65,64
1528,male,group C,some high school,free/reduced,completed,40,45,39
1529,male,group B,some college,standard,none,52,53,58
1530,male,group C,some college,standard,completed,89,81,78
1532,female,group D,some college,standard,none,77,91,88
1533,female,group E,high school,free/reduced,none,63,72,66
1534,male,group C,associate's degree,standard,completed,88,72,72
1535,male,group E,some college,standard,completed,91,89,89
1536,female,group D,high school,free/reduced,none,33,51,48
1537,male,group D,master's degree,standard,completed,99,98,100
1538,male,group B,some high school,standard,none,88,84,77
1539,female,group D,bachelor's degree,standard,none,71,69,75
1540,male,group D,high school,free/reduced,none,50,44,45
1541,female,group E,some high school,standard,none,79,64,74
1542,male,group E,high school,free/reduced,none,79,78,70
1543,female,group D,some high school,standard,completed,60,74,81
1544,female,group D,associate's degree,standard,none,77,88,82
1545,male,group C,some high school,standard,none,77,80,73
1547,female,group D,some high school,standard,completed,70,82,84
1548,female,group A,some high school,standard,completed,63,73,73
1549,female,group B,some college,free/reduced,none,24,36,34
1550,female,group B,some high school,free/reduced,none,50,60,52
1551,male,group C,associate's degree,standard,completed,69,63,63
1552,male,group B,some college,standard,none,53,45,41
1553,female,group C,associate's degree,free/reduced,none,54,69,65
1554,female,group B,high school,standard,completed,73,79,81
1555,female,group D,some college,standard,none,44,48,52
1556,female,group B,some college,standard,completed,58,64,64
1557,male,group D,high school,standard,none,54,39,41
1558,female,group D,associate's degree,standard,none,51,66,64
1559,male,group B,associate's degree,free/reduced,none,65,71,63
1560,male,group B,associate's degree,standard,completed,66,66,69
1561,male,group B,some college,standard,completed,63,47,52
1562,male,group E,some college,free/reduced,none,64,53,47
1563,female,group D,bachelor's degree,free/reduced,completed,41,66,62
1564,male,group B,master's degree,free/reduced,none,57,54,51
1565,female,group A,bachelor's degree,free/reduced,none,49,69,63
1566,male,group C,some college,standard,none,75,62,61
1567,female,group D,some high school,standard,completed,83,92,90
1568,female,group E,associate's degree,free/reduced,none,45,38,38
